agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
14,1,BATUCEPER,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,BENDA,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,CIBODAS,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,CILEDUG,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,CIPONDOH,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,JATIUWUNG,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,KARANG TENGAH,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,KARAWACI,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,LARANGAN,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,NEGLASARI,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,PERIUK,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,PINANG (PENANG),TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,TANGERANG,TANGERANG,BANTEN,Motor,110 CC,300000,3,,N
14,1,CIPUTAT,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,CIPUTAT TIMUR,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,PAMULANG,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,PONDOK AREN,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,SERPONG,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,SERPONG UTARA,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,SETU,TANGERANG SELATAN,BANTEN,Motor,110 CC,300000,3,,N
14,1,BALARAJA,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,CIKUPA,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,CISAUK,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,CISOKA,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,CURUG,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,GUNUNG KALER,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,JAMBE,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,JAYANTI,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,KELAPA DUA,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,KEMIRI,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,KOSAMBI,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,KRESEK,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,KRONJO,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,LEGOK,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,MAUK,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,MEKAR BARU,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,PAGEDANGAN,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,PAKUHAJI,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,PANONGAN,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,PASAR KEMIS,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,RAJEG,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
14,1,SEPATAN,TANGERANG,BANTEN,Motor,110 CC,475000,3,,N
