agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
480,1,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,TALLO,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,TAMALANREA,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,TAMALATE,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,UJUNG PANDANG,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,UJUNG TANAH,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,WAJO,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,4025000,14,,N
480,1,BARA,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,MUNGKAJANG,PALOPO,SULAWESI SELATAN,Motor,250 CC,7250000,16,,N
480,1,SENDANA,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,TELLUWANUA,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,WARA,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,WARA BARAT,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,WARA SELATAN,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,WARA TIMUR,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,WARA UTARA,PALOPO,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,BACUKIKI,PAREPARE,SULAWESI SELATAN,Motor,250 CC,7250000,16,,N
480,1,BACUKIKI BARAT,PAREPARE,SULAWESI SELATAN,Motor,250 CC,7250000,16,,N
480,1,SOREANG,PAREPARE,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,UJUNG,PAREPARE,SULAWESI SELATAN,Motor,250 CC,7550000,16,,N
480,1,BANTAENG,BANTAENG,SULAWESI SELATAN,Motor,250 CC,6450000,20,,N
480,1,BISSAPPU,BANTAENG,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,EREMERASA,BANTAENG,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,GANTARANG KEKE (GANTARENG KEKE),BANTAENG,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,PAJUKUKANG,BANTAENG,SULAWESI SELATAN,Motor,250 CC,7150000,20,,N
480,1,SINOA,BANTAENG,SULAWESI SELATAN,Motor,250 CC,7200000,20,,N
480,1,TOMPOBULU,BANTAENG,SULAWESI SELATAN,Motor,250 CC,7200000,20,,N
480,1,ULUERE,BANTAENG,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,BALUSU,BARRU,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,BARRU,BARRU,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,MALLUSETASI,BARRU,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,PUJANANTING,BARRU,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,SOPPENG RIAJA,BARRU,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,TANETE RIAJA,BARRU,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,TANETE RILAU,BARRU,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,AJANGALE,BONE,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,AMALI,BONE,SULAWESI SELATAN,Motor,250 CC,7150000,20,,N
480,1,AWANGPONE,BONE,SULAWESI SELATAN,Motor,250 CC,7700000,20,,N
480,1,BAREBBO,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,BENGO,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,BONTOCANI,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,CENRANA,BONE,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,CINA,BONE,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,DUA BOCCOE,BONE,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,KAHU,BONE,SULAWESI SELATAN,Motor,250 CC,7400000,20,,N
480,1,KAJUARA,BONE,SULAWESI SELATAN,Motor,250 CC,7400000,20,,N
480,1,LAMURU,BONE,SULAWESI SELATAN,Motor,250 CC,7425000,20,,N
480,1,LAPPARIAJA,BONE,SULAWESI SELATAN,Motor,250 CC,7425000,20,,N
480,1,LIBURENG,BONE,SULAWESI SELATAN,Motor,250 CC,7425000,20,,N
480,1,MARE,BONE,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,PALAKKA,BONE,SULAWESI SELATAN,Motor,250 CC,7575000,20,,N
480,1,PATIMPENG,BONE,SULAWESI SELATAN,Motor,250 CC,7575000,20,,N
480,1,PONRE,BONE,SULAWESI SELATAN,Motor,250 CC,7575000,20,,N
480,1,SALOMEKKO,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,SIBULUE,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,TANETE RIATTANG,BONE,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,TANETE RIATTANG BARAT,BONE,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,TANETE RIATTANG TIMUR,BONE,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,TELLU LIMPOE,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,TELLU SIATTINGE,BONE,SULAWESI SELATAN,Motor,250 CC,7000000,20,,N
480,1,TONRA,BONE,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,ULAWENG,BONE,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,BONTO BAHARI,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,BONTOTIRO,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,BULUKUMBA (BULUKUMPA),BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,GANTORANG/GANTARANG (GANGKING),BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,7175000,20,,N
480,1,HERO LANGE-LANGE (HERLANG),BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,KAJANG,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,8075000,20,,N
480,1,KINDANG,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,8075000,20,,N
480,1,RILAU ALE,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,UJUNG BULU,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,UJUNG LOE,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6725000,20,,N
480,1,ALLA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,ANGGERAJA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,BARAKA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,BAROKO,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,BUNGIN,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,BUNTU BATU,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7250000,20,,N
480,1,CENDANA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,CURIO,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,ENREKANG,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,MAIWA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,MALUA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,MASALLE,ENREKANG,SULAWESI SELATAN,Motor,250 CC,7550000,20,,N
480,1,BAJENG,GOWA,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
480,1,BAJENG BARAT,GOWA,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
480,1,BAROMBONG,GOWA,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
480,1,BIRINGBULU,GOWA,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
480,1,BONTOLEMPANGANG,GOWA,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
480,1,BONTOMARANNU,GOWA,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
480,1,BONTONOMPO,GOWA,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
480,1,BONTONOMPO SELATAN,GOWA,SULAWESI SELATAN,Motor,250 CC,6450000,20,,N
480,1,BUNGAYA,GOWA,SULAWESI SELATAN,Motor,250 CC,6450000,20,,N
480,1,MANUJU,GOWA,SULAWESI SELATAN,Motor,250 CC,6450000,20,,N
