agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
98,1,SAMUDERA,ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,SAWANG,ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,Y
98,1,SEUNUDDON (SEUNUDON),ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,SIMPANG KRAMAT (KERAMAT),ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,Y
98,1,SYAMTALIRA ARON,ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,N
98,1,SYAMTALIRA BAYU,ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,BANDAR,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,BENER KELIPAH,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,BUKIT,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,GAJAH PUTIH,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,MESIDAH,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,PERMATA,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,PINTU RIME GAYO,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,SYIAH UTAMA,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,TIMANG GAJAH,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,WIH PESAM,BENER MERIAH,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4800000,14,,N
98,1,GANDA PURA,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,JANGKA,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,JEUMPA,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,JEUNIEB,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,JULI,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,KOTA JUANG,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,KUALA,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,KUTA BLANG,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,MAKMUR,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PANDRAH,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PEUDADA,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PEULIMBANG (PLIMBANG),BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PEUSANGAN,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PEUSANGAN SELATAN,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PEUSANGAN SIBLAH KRUENG,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,SAMALANGA,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,SIMPANG MAMPLAM,BIREUEN,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,BLANG JERANGO,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,BLANG KEJEREN,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,BLANG PEGAYON,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,DABUN GELANG (DEBUN GELANG),GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,KUTA PANJANG,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,PANTAN CUACA,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,PINING (PINDING),GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,PUTRI BETUNG,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,RIKIT GAIB,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,TERANGUN (TERANGON),GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4900000,14,,Y
98,1,TERIPE/TRIPE JAYA,GAYO LUES,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,BEUTONG,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,6300000,14,,N
98,1,BEUTONG ATEUH BANGGALANG,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,6025000,14,,Y
98,1,DARUL MAKMUR,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,KUALA,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,KUALA PESISIR,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,7900000,14,,N
98,1,SEUNAGAN,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,SEUNAGAN TIMUR,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,SUKA MAKMUE,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,5050000,14,,N
98,1,TADU RAYA,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,TRIPA MAKMUR,NAGAN RAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,6025000,14,,Y
98,1,BATEE,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,DELIMA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,GEUMPANG,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,GLUMPANG BARO,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,GLUMPANG TIGA (GEULUMPANG TIGA),PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,GRONG GRONG,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,INDRAJAYA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,KEMBANG TANJONG (TANJUNG),PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,KEUMALA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,KOTA SIGLI,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,MANE,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,MILA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,MUARA TIGA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,MUTIARA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,MUTIARA TIMUR,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PADANG TIJI,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PEUKAN BARO,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,PIDIE,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4375000,14,,N
98,1,SAKTI,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,SIMPANG TIGA,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,TANGSE,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,TIRO/TRUSEB,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,TITEUE,PIDIE,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4675000,14,,Y
98,1,BANDAR BARU,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4850000,14,,Y
98,1,BANDAR DUA,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,JANGKA BUYA,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,MEURAH DUA,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,MEUREUDU,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,PANTERAJA,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,TRIENGGADENG,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,ULIM,PIDIE JAYA,NANGGROE ACEH DARUSSALAM (NAD),Motor,250 CC,4550000,14,,N
98,1,PONTIANAK BARAT,PONTIANAK,KALIMANTAN BARAT,Motor,250 CC,3925000,14,,N
98,1,PONTIANAK KOTA,PONTIANAK,KALIMANTAN BARAT,Motor,250 CC,3925000,14,,N
98,1,PONTIANAK SELATAN,PONTIANAK,KALIMANTAN BARAT,Motor,250 CC,3925000,14,,N
98,1,PONTIANAK TENGGARA,PONTIANAK,KALIMANTAN BARAT,Motor,250 CC,3925000,14,,N
98,1,PONTIANAK TIMUR,PONTIANAK,KALIMANTAN BARAT,Motor,250 CC,3925000,14,,N
98,1,PONTIANAK UTARA,PONTIANAK,KALIMANTAN BARAT,Motor,250 CC,3925000,14,,N
98,1,SINGKAWANG BARAT,SINGKAWANG,KALIMANTAN BARAT,Motor,250 CC,4925000,16,,N
98,1,SINGKAWANG SELATAN,SINGKAWANG,KALIMANTAN BARAT,Motor,250 CC,4925000,16,,N
98,1,SINGKAWANG TENGAH,SINGKAWANG,KALIMANTAN BARAT,Motor,250 CC,4925000,16,,N
98,1,SINGKAWANG TIMUR,SINGKAWANG,KALIMANTAN BARAT,Motor,250 CC,4925000,16,,N
98,1,SINGKAWANG UTARA,SINGKAWANG,KALIMANTAN BARAT,Motor,250 CC,4925000,16,,N
98,1,BENGKAYANG,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5600000,20,,N
98,1,CAPKALA,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5875000,20,,N
98,1,JAGOI BABANG,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,6400000,20,,N
98,1,LEDO,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,6400000,20,,N
98,1,LUMAR,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5875000,20,,N
98,1,MONTERADO,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5875000,20,,N
98,1,SAMALANTAN,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5875000,20,,N
98,1,SANGGAU LEDO,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,6400000,20,,N
98,1,SELUAS,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,6400000,20,,N
98,1,SUNGAI BETUNG,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5875000,20,,N
98,1,SUNGAI RAYA,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5600000,20,,N
98,1,SUNGAI RAYA KEPULAUAN,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5600000,20,,N
98,1,TERIAK,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5600000,20,,N
98,1,TUJUH BELAS,BENGKAYANG,KALIMANTAN BARAT,Motor,250 CC,5600000,20,,N
98,1,BADAU,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,8250000,20,,N
98,1,BIKA,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,7150000,20,,N
98,1,BOYAN TANJUNG,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,7150000,20,,N
98,1,BUNUT HILIR,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,7150000,20,,N
98,1,HULU GURUNG,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,6625000,20,,N
98,1,JONGKONG (JENGKONG),KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,6625000,20,,N
98,1,KALIS,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,7150000,20,,N
98,1,MENTEBAH,KAPUAS HULU,KALIMANTAN BARAT,Motor,250 CC,7150000,20,,N
