agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
377,1,METRO BARAT,METRO,LAMPUNG,Motor,250 CC,4925000,4,,N
377,1,METRO PUSAT,METRO,LAMPUNG,Motor,250 CC,4925000,4,,N
377,1,METRO SELATAN,METRO,LAMPUNG,Motor,250 CC,4925000,4,,N
377,1,METRO TIMUR,METRO,LAMPUNG,Motor,250 CC,4925000,4,,N
377,1,METRO UTARA,METRO,LAMPUNG,Motor,250 CC,4925000,4,,N
377,1,BANDAR SRIBAWONO,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6225000,5,,N
377,1,BATANGHARI,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6075000,5,,N
377,1,BATANGHARI NUBAN,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,5950000,5,,N
377,1,BRAJA SLEBAH,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,BUMI AGUNG,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,GUNUNG PELINDUNG,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,LABUHAN MARINGGAI,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,LABUHAN RATU,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6075000,5,,N
377,1,MARGA SEKAMPUNG,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,MARGATIGA,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6075000,5,,N
377,1,MATARAM BARU,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,MELINTING,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,METRO KIBANG,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,5775000,5,,N
377,1,PASIR SAKTI,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6225000,5,,N
377,1,PEKALONGAN,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,5125000,4,,N
377,1,PURBOLINGGO,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,5775000,5,,N
377,1,RAMAN UTARA,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6075000,5,,N
377,1,SEKAMPUNG,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6100000,5,,N
377,1,SEKAMPUNG UDIK,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,5950000,5,,N
377,1,SUKADANA,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,5125000,4,,N
377,1,WAWAY KARYA,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6500000,5,,N
377,1,WAY BUNGUR (PURBOLINGGO UTARA),LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6075000,5,,N
377,1,WAY JEPARA,LAMPUNG TIMUR,LAMPUNG,Motor,250 CC,6075000,5,,N
377,1,ANAK RATU AJI,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6525000,5,,N
377,1,ANAK TUHA,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6375000,5,,N
377,1,BANDAR MATARAM,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,7075000,5,,N
377,1,BANDAR SURABAYA,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,7075000,5,,N
377,1,BANGUNREJO,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6525000,5,,N
377,1,BEKRI,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6275000,5,,N
377,1,BUMI NABUNG,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6825000,5,,N
377,1,BUMI RATU NUBAN,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,5725000,5,,N
377,1,GUNUNG SUGIH,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,5450000,5,,N
377,1,KALIREJO,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6650000,5,,N
377,1,KOTA GAJAH,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6000000,5,,N
377,1,PADANG RATU,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6525000,5,,N
377,1,PUBIAN,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6650000,5,,N
377,1,PUNGGUR,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6000000,5,,N
377,1,PUTRA RUMBIA,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,7350000,7,,N
377,1,RUMBIA,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6825000,5,,N
377,1,SELAGAI LINGGA,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,7075000,5,,N
377,1,SENDANG AGUNG,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6825000,5,,N
377,1,SEPUTIH AGUNG,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,5875000,5,,N
377,1,SEPUTIH BANYAK,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,7075000,7,,N
377,1,SEPUTIH MATARAM,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6525000,5,,N
377,1,SEPUTIH RAMAN,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6750000,7,,N
377,1,SEPUTIH SURABAYA,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6925000,5,,N
377,1,TERBANGGI BESAR,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,4925000,4,,N
377,1,TERUSAN NUNYAI,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6000000,5,,N
377,1,TRIMURJO,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6000000,5,,N
377,1,WAY PANGUBUAN (PENGUBUAN),LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6525000,5,,N
377,1,WAY SEPUTIH,LAMPUNG TENGAH,LAMPUNG,Motor,250 CC,6825000,7,,N
377,1,AIR HITAM,LAMPUNG BARAT,LAMPUNG,Motor,250 CC,9275000,6,,N
377,1,BALIK BUKIT,LAMPUNG BARAT,LAMPUNG,Motor,250 CC,9025000,6,,N
