agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
515,1,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,KALIDERES,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,TAMAN SARI,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,TAMBORA,JAKARTA BARAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,JOHAR BARU,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,MENTENG,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,SENEN,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Motor,250 CC,900000,2,,N
515,1,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,Motor,250 CC,900000,2,,N
