agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
510,1,LATOMA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7125000,16,,Y
510,1,MELUHU,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,ONEMBUTE,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,PONDIDAHA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,PURIALA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,ROUTA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7125000,16,,Y
510,1,SAMPARA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,SOROPIA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,TONGAUNA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,UEPAI (UWEPAI),KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,UNAAHA,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,WAWONII BARAT,KONAWE,SULAWESI TENGGARA,Motor,250 CC,9675000,16,,Y
510,1,WAWOTOBI,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,WONGGEDUKU,KONAWE,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,ANDOOLO,KONAWE SELATAN,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,ANGATA,KONAWE SELATAN,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,BAITO,KONAWE SELATAN,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,BASALA,KONAWE SELATAN,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
510,1,BENUA,KONAWE SELATAN,SULAWESI TENGGARA,Motor,250 CC,7950000,21,,N
